event_name,upsell_date,new_renewal_cycle,membership_id,membership_amount,currency,renews_at,new_plan,churn_date,cancellation_date,log_creation_time,charge_amount_usd
MembershipValueChanged,,1.0,165,499.0,USD,,Bronze,,,2021-02-03,499.0
MembershipActivated,,,147,499.0,USD,2021-05-04 08:00:00+00:00,,,,2021-02-04,499.0
MembershipValueChanged,,3.0,147,3600.0,USD,,Gold,,,2021-02-04,3600.0
MembershipRenewed,,,147,499.0,USD,2021-05-04 08:00:00+00:00,,,,2021-02-04,499.0
MembershipRenewed,,,138,499.0,USD,2021-02-22 00:00:00+00:00,,,,2021-02-04,499.0
MembershipUpdated,,,165,499.0,USD,2021-02-08 00:00:00+00:00,Silver,,,2021-02-04,499.0
MembershipValueChanged,,1.0,165,1001.0,USD,,,,,2021-02-04,1001.0
MembershipCancelled,,,145,499.0,USD,,,,2021-02-28 00:00:00+00:00,2021-02-04,499.0
MembershipValueChanged,,1.0,145,579.0,USD,,,,,2021-02-04,579.0
MembershipChurnUpdated,,,145,579.0,USD,,,2021-02-28 00:00:00+00:00,,2021-02-04,579.0
MembershipUpdated,,,129,499.0,USD,2021-02-01 22:00:00+00:00,Bronze,,,2021-02-04,499.0
MembershipUpdated,,,129,499.0,USD,2021-03-04 15:00:00+00:00,Bronze,,,2021-02-04,499.0
MembershipRenewed,,,129,499.0,USD,2021-03-04 15:00:00+00:00,,,,2021-02-04,499.0
MembershipActivated,,,140,499.0,USD,2021-05-05 00:00:00+00:00,,,,2021-02-05,499.0
MembershipValueChanged,,3.0,140,499.0,USD,,Bronze,,,2021-02-05,499.0
MembershipRenewed,,,140,499.0,USD,2021-05-05 00:00:00+00:00,,,,2021-02-05,499.0
MembershipUpdated,,,22,499.0,USD,2021-03-30 00:00:00+00:00,Bronze,,,2021-02-05,499.0
MembershipValueChanged,,3.0,22,499.0,USD,,,,,2021-02-05,499.0
MembershipUpdated,,,128,499.0,USD,2022-02-01 00:00:00+00:00,Gold,,,2021-02-05,499.0
MembershipValueChanged,,12.0,128,3750.0,USD,,,,,2021-02-05,3750.0
MembershipUpdated,,,150,499.0,USD,2021-03-05 10:00:00+00:00,Bronze,,,2021-02-05,499.0
MembershipRenewed,,,150,499.0,USD,2021-03-05 10:00:00+00:00,,,,2021-02-05,499.0
MembershipRenewed,,,18,499.0,USD,2021-03-01 00:00:00+00:00,,,,2021-02-05,499.0
MembershipUpdated,,,131,499.0,USD,2021-03-07 13:00:00+00:00,Bronze,,,2021-02-05,499.0
MembershipActivated,,,166,499.0,USD,2021-05-05 11:00:00+00:00,,,,2021-02-05,499.0
MembershipValueChanged,,3.0,166,499.0,USD,,Bronze,,,2021-02-05,499.0
MembershipCancelled,,,118,499.0,USD,,,,2021-02-05 00:00:00+00:00,2021-02-05,499.0
MembershipValueChanged,,3.0,118,579.0,USD,,,,,2021-02-05,579.0
MembershipChurnUpdated,,,118,579.0,USD,,,2021-02-05 00:00:00+00:00,,2021-02-05,579.0
MembershipActivated,,,118,499.0,USD,2021-05-05 12:00:00+00:00,,,,2021-02-05,499.0
MembershipValueChanged,,3.0,118,999.0,USD,,Silver,,,2021-02-05,999.0
MembershipUpsellUpdated,2021-02-05 12:37:31+00:00,,118,5700.0,USD,,,,,2021-02-05,5700.0
MembershipUpdated,,,88,499.0,USD,2021-05-05 19:00:00+00:00,Bronze,,,2021-02-05,499.0
MembershipRenewed,,,88,499.0,USD,2021-05-05 19:00:00+00:00,,,,2021-02-05,499.0
MembershipUpdated,,,128,499.0,USD,2022-02-01 00:00:00+00:00,Gold,,,2021-02-05,499.0
MembershipUpdated,,,104,499.0,USD,2021-05-06 00:00:00+00:00,Bronze,,,2021-02-06,499.0
MembershipRenewed,,,104,499.0,USD,2021-05-06 00:00:00+00:00,,,,2021-02-06,499.0
MembershipActivated,,,152,499.0,USD,2021-04-06 00:00:00+00:00,,,,2021-02-06,499.0
MembershipRenewed,,,152,499.0,USD,2021-04-06 00:00:00+00:00,,,,2021-02-06,499.0
MembershipUpdated,,,153,499.0,USD,2021-03-06 15:00:00+00:00,Bronze,,,2021-02-06,499.0
MembershipRenewed,,,153,499.0,USD,2021-03-06 15:00:00+00:00,,,,2021-02-06,499.0
MembershipActivated,,,141,499.0,DKK,2021-05-08 00:00:00+00:00,,,,2021-02-08,74.85
MembershipValueChanged,,3.0,141,5600.0,DKK,,Bronze,,,2021-02-08,840.0
MembershipRenewed,,,141,499.0,DKK,2021-05-08 00:00:00+00:00,,,,2021-02-08,74.85
MembershipUpdated,,,165,499.0,USD,2021-03-08 00:00:00+00:00,Silver,,,2021-02-08,499.0
MembershipRenewed,,,165,499.0,USD,2021-03-08 00:00:00+00:00,,,,2021-02-08,499.0
MembershipUpsellUpdated,2021-02-08 00:00:38+00:00,,165,1001.0,USD,,,,,2021-02-08,1001.0
MembershipUpdated,,,128,499.0,USD,2022-02-01 00:00:00+00:00,Gold,,,2021-02-08,499.0
MembershipRenewed,,12.0,128,499.0,USD,2022-02-01 00:00:00+00:00,,,,2021-02-08,499.0
MembershipUpsellUpdated,2021-02-08 07:09:35+00:00,,128,45000.0,USD,,,,,2021-02-08,45000.0
MembershipUpdated,,,165,499.0,USD,2021-03-08 00:00:00+00:00,Silver,,,2021-02-08,499.0
MembershipValueChanged,,1.0,165,999.0,USD,,,,,2021-02-08,999.0
MembershipActivated,,,167,499.0,USD,2021-03-11 07:00:00+00:00,,,,2021-02-09,499.0
MembershipValueChanged,,1.0,167,499.0,USD,,Bronze,,,2021-02-09,499.0
MembershipRenewed,,,127,499.0,EUR,2021-03-01 13:00:00+00:00,,,,2021-02-09,543.9100000000001
MembershipUpdated,,,150,499.0,USD,2021-03-05 10:00:00+00:00,Bronze,,,2021-02-09,499.0
MembershipCancelled,,,91,499.0,USD,,,,2021-05-01 00:00:00+00:00,2021-02-10,499.0
MembershipValueChanged,,3.0,91,579.0,USD,,,,,2021-02-10,579.0
MembershipChurnUpdated,,,91,579.0,USD,,,2021-05-01 00:00:00+00:00,,2021-02-10,579.0
MembershipActivated,,,154,499.0,USD,2021-05-10 09:00:00+00:00,,,,2021-02-10,499.0
MembershipValueChanged,,3.0,154,999.0,USD,,Silver,,,2021-02-10,999.0
MembershipRenewed,,,154,499.0,USD,2021-05-10 09:00:00+00:00,,,,2021-02-10,499.0
MembershipUpdated,,,88,499.0,USD,2021-05-05 19:00:00+00:00,Bronze,,,2021-02-10,499.0
MembershipUpdated,,,114,499.0,USD,2021-03-03 00:00:00+00:00,Silver,,,2021-02-10,499.0
MembershipUpdated,,,19,499.0,USD,2021-02-19 00:00:00+00:00,Bronze,,,2021-02-10,499.0
MembershipUpdated,,,143,499.0,GBP,2021-03-01 00:00:00+00:00,Bronze,,,2021-02-10,633.73
MembershipUpdated,,,84,499.0,USD,2021-04-09 00:00:00+00:00,Bronze,,,2021-02-10,499.0
MembershipUpdated,,,96,499.0,USD,2021-03-11 08:00:00+00:00,Bronze,,,2021-02-10,499.0
MembershipUpdated,,,85,499.0,USD,2021-04-13 00:00:00+00:00,Bronze,,,2021-02-10,499.0
MembershipCancelled,,,79,499.0,USD,,,,2021-02-28 00:00:00+00:00,2021-02-10,499.0
MembershipValueChanged,,3.0,79,579.0,USD,,,,,2021-02-10,579.0
MembershipChurnUpdated,,,79,579.0,USD,,,2021-02-28 00:00:00+00:00,,2021-02-10,579.0
MembershipUpdated,,,105,499.0,USD,2021-04-23 00:00:00+00:00,Bronze,,,2021-02-10,499.0
MembershipUpdated,,,105,499.0,USD,2021-05-23 00:00:00+00:00,Bronze,,,2021-02-10,499.0
MembershipRenewed,,1.0,105,499.0,USD,2021-05-23 00:00:00+00:00,,,,2021-02-10,499.0
MembershipChurnUpdated,,,105,499.0,USD,,,2021-02-10 15:11:22+00:00,,2021-02-10,499.0
MembershipRenewed,,1.0,78,499.0,USD,2021-03-04 00:00:00+00:00,,,,2021-02-10,499.0
MembershipUpdated,,,121,499.0,USD,2021-05-11 00:00:00+00:00,Bronze,,,2021-02-11,499.0
MembershipRenewed,,,121,499.0,USD,2021-05-11 00:00:00+00:00,,,,2021-02-11,499.0
MembershipActivated,,,169,499.0,USD,2021-05-11 10:00:00+00:00,,,,2021-02-11,499.0
MembershipValueChanged,,3.0,169,499.0,USD,,Bronze,,,2021-02-11,499.0
MembershipUpdated,,,148,499.0,EUR,2021-02-28 00:00:00+00:00,Bronze,,,2021-02-11,543.9100000000001
MembershipCancelled,,,148,499.0,EUR,,,,2021-02-28 00:00:00+00:00,2021-02-11,543.9100000000001
MembershipValueChanged,,1.0,148,579.0,EUR,,,,,2021-02-11,631.11
MembershipChurnUpdated,,,148,579.0,EUR,,,2021-02-28 00:00:00+00:00,,2021-02-11,631.11
MembershipActivated,,,148,499.0,EUR,2021-05-11 14:00:00+00:00,,,,2021-02-11,543.9100000000001
MembershipValueChanged,,3.0,148,803.0,EUR,,Bronze,,,2021-02-11,875.2700000000001
MembershipChurnUpdated,,,148,2409.0,EUR,,,2021-02-11 14:34:24+00:00,,2021-02-11,2625.8100000000004
MembershipUpdated,,,148,499.0,EUR,2021-05-01 00:00:00+00:00,Bronze,,,2021-02-11,543.9100000000001
MembershipUpdated,,,106,499.0,USD,2021-05-13 00:00:00+00:00,Bronze,,,2021-02-13,499.0
MembershipRenewed,,,106,499.0,USD,2021-05-13 00:00:00+00:00,,,,2021-02-13,499.0
MembershipUpdated,,,75,499.0,USD,2021-05-14 00:00:00+00:00,Bronze,,,2021-02-14,499.0
MembershipRenewed,,,75,499.0,USD,2021-05-14 00:00:00+00:00,,,,2021-02-14,499.0
MembershipUpdated,,,107,499.0,USD,2021-05-14 00:00:00+00:00,Bronze,,,2021-02-14,499.0
MembershipRenewed,,,107,499.0,USD,2021-05-14 00:00:00+00:00,,,,2021-02-14,499.0
MembershipChurnUpdated,,,107,2697.0,USD,,,2021-02-14 00:00:16+00:00,,2021-02-14,2697.0
MembershipCancelled,,,106,499.0,USD,,,,2021-02-15 00:00:00+00:00,2021-02-15,499.0
MembershipValueChanged,,3.0,106,579.0,USD,,,,,2021-02-15,579.0
MembershipChurnUpdated,,,106,579.0,USD,,,2021-02-15 00:00:00+00:00,,2021-02-15,579.0
MembershipCancelled,,,150,499.0,USD,,,,2021-03-05 10:00:00+00:00,2021-02-15,499.0
MembershipValueChanged,,1.0,150,579.0,USD,,,,,2021-02-15,579.0
MembershipChurnUpdated,,,150,579.0,USD,,,2021-03-05 10:00:00+00:00,,2021-02-15,579.0
MembershipCancelled,,,5,499.0,USD,,,,2021-04-01 00:00:00+00:00,2021-02-15,499.0
MembershipValueChanged,,3.0,5,579.0,USD,,,,,2021-02-15,579.0
MembershipChurnUpdated,,,5,579.0,USD,,,2021-04-01 00:00:00+00:00,,2021-02-15,579.0
MembershipUpdated,,,142,499.0,USD,2021-08-01 00:00:00+00:00,Silver,,,2021-02-15,499.0
MembershipUpdated,,,114,499.0,USD,2021-03-03 00:00:00+00:00,Silver,,,2021-02-15,499.0
MembershipUpdated,,,143,499.0,GBP,2021-03-01 00:00:00+00:00,Bronze,,,2021-02-15,633.73
MembershipUpdated,,,112,499.0,DKK,2021-05-01 00:00:00+00:00,Gold,,,2021-02-15,74.85
MembershipUpdated,,,111,499.0,DKK,2021-05-01 00:00:00+00:00,Gold,,,2021-02-15,74.85
MembershipUpdated,,,162,499.0,USD,2021-04-25 09:00:00+00:00,Bronze,,,2021-02-15,499.0
MembershipUpdated,,,76,499.0,USD,2021-03-17 00:00:00+00:00,Bronze,,,2021-02-15,499.0
MembershipUpdated,,,25,499.0,USD,2021-03-01 00:00:00+00:00,Bronze,,,2021-02-15,499.0
MembershipUpdated,,,88,499.0,USD,2021-05-05 19:00:00+00:00,Bronze,,,2021-02-15,499.0
MembershipUpdated,,,22,499.0,USD,2021-03-30 00:00:00+00:00,Bronze,,,2021-02-15,499.0
MembershipUpdated,,,82,499.0,USD,2021-04-01 00:00:00+00:00,Bronze,,,2021-02-15,499.0
MembershipUpdated,,,96,499.0,USD,2021-03-11 08:00:00+00:00,Bronze,,,2021-02-15,499.0
MembershipUpdated,,,118,499.0,USD,2021-05-05 12:00:00+00:00,Silver,,,2021-02-15,499.0
MembershipUpdated,,,115,499.0,USD,2021-09-23 13:00:00+00:00,Silver,,,2021-02-15,499.0
MembershipUpdated,,,12,499.0,USD,2021-04-15 00:00:00+00:00,Bronze,,,2021-02-15,499.0
MembershipUpdated,,,169,499.0,USD,2021-05-11 10:00:00+00:00,Bronze,,,2021-02-15,499.0
MembershipUpdated,,,153,499.0,USD,2021-03-06 15:00:00+00:00,Bronze,,,2021-02-15,499.0
MembershipUpdated,,,75,499.0,USD,2021-05-14 00:00:00+00:00,Bronze,,,2021-02-15,499.0
MembershipUpdated,,,105,499.0,USD,2021-05-23 00:00:00+00:00,Bronze,,,2021-02-15,499.0
MembershipUpdated,,,156,499.0,USD,2021-04-15 10:00:00+00:00,Bronze,,,2021-02-15,499.0
MembershipUpdated,,,152,499.0,USD,2021-04-06 00:00:00+00:00,Bronze,,,2021-02-15,499.0
MembershipUpdated,,,85,499.0,USD,2021-04-13 00:00:00+00:00,Bronze,,,2021-02-15,499.0
MembershipUpdated,,,165,499.0,USD,2021-03-08 00:00:00+00:00,Silver,,,2021-02-15,499.0
MembershipUpdated,,,120,499.0,USD,2021-05-02 00:00:00+00:00,Bronze,,,2021-02-15,499.0
MembershipUpdated,,,136,499.0,USD,2021-12-18 14:00:00+00:00,Bronze,,,2021-02-15,499.0
MembershipUpdated,,,141,499.0,DKK,2021-05-08 00:00:00+00:00,Bronze,,,2021-02-15,74.85
MembershipUpdated,,,133,499.0,USD,2021-03-09 13:00:00+00:00,Bronze,,,2021-02-15,499.0
MembershipUpdated,,,110,499.0,DKK,2021-05-01 00:00:00+00:00,Bronze,,,2021-02-15,74.85
MembershipUpdated,,,161,499.0,DKK,2021-04-25 09:00:00+00:00,Bronze,,,2021-02-15,74.85
MembershipUpdated,,,130,499.0,USD,2021-03-08 15:00:00+00:00,Silver,,,2021-02-15,499.0
MembershipUpdated,,,144,499.0,USD,2021-05-01 00:00:00+00:00,Silver,,,2021-02-15,499.0
MembershipUpdated,,,140,499.0,USD,2021-05-05 00:00:00+00:00,Bronze,,,2021-02-15,499.0
MembershipUpdated,,,87,499.0,USD,2021-04-29 12:00:00+00:00,Bronze,,,2021-02-15,499.0
MembershipUpdated,,,98,499.0,USD,2021-03-29 00:00:00+00:00,Bronze,,,2021-02-15,499.0
MembershipUpdated,,,139,499.0,USD,2021-05-01 00:00:00+00:00,Silver,,,2021-02-15,499.0
MembershipUpdated,,,80,499.0,USD,2021-03-16 00:00:00+00:00,Bronze,,,2021-02-15,499.0
MembershipUpdated,,,132,499.0,USD,2021-03-08 15:00:00+00:00,Bronze,,,2021-02-15,499.0
MembershipUpdated,,,102,499.0,USD,2021-03-01 00:00:00+00:00,Bronze,,,2021-02-15,499.0
MembershipUpdated,,,158,499.0,USD,2021-04-04 00:00:00+00:00,Bronze,,,2021-02-15,499.0
MembershipUpdated,,,20,499.0,USD,2021-05-01 00:00:00+00:00,Bronze,,,2021-02-15,499.0
MembershipUpdated,,,86,499.0,USD,2021-04-23 00:00:00+00:00,Bronze,,,2021-02-15,499.0
MembershipUpdated,,,100,499.0,USD,2021-04-08 00:00:00+00:00,Silver,,,2021-02-15,499.0
MembershipUpdated,,,95,499.0,USD,2021-03-03 00:00:00+00:00,Bronze,,,2021-02-15,499.0
MembershipUpdated,,,151,499.0,USD,2021-05-17 00:00:00+00:00,Silver,,,2021-02-17,499.0
MembershipRenewed,,,151,499.0,USD,2021-05-17 00:00:00+00:00,,,,2021-02-17,499.0
MembershipActivated,,,170,499.0,USD,2021-05-17 15:00:00+00:00,,,,2021-02-17,499.0
MembershipValueChanged,,3.0,170,499.0,USD,,Bronze,,,2021-02-17,499.0
MembershipRenewed,,,25,499.0,USD,2021-03-01 00:00:00+00:00,,,,2021-02-17,499.0
MembershipUpdated,,,23,499.0,USD,2021-05-18 00:00:00+00:00,Silver,,,2021-02-18,499.0
MembershipRenewed,,,23,499.0,USD,2021-05-18 00:00:00+00:00,,,,2021-02-18,499.0
MembershipRenewed,,,134,499.0,USD,2021-03-09 14:00:00+00:00,,,,2021-02-18,499.0
MembershipUpdated,,,19,499.0,USD,2021-05-19 00:00:00+00:00,Bronze,,,2021-02-19,499.0
MembershipRenewed,,,19,499.0,USD,2021-05-19 00:00:00+00:00,,,,2021-02-19,499.0
MembershipUpdated,,,138,499.0,USD,2021-03-22 00:00:00+00:00,Bronze,,,2021-02-22,499.0
MembershipRenewed,,,138,499.0,USD,2021-03-22 00:00:00+00:00,,,,2021-02-22,499.0
MembershipUpdated,,,101,499.0,USD,2021-05-22 21:00:00+00:00,Bronze,,,2021-02-22,499.0
MembershipRenewed,,1.0,101,499.0,USD,2021-05-22 21:00:00+00:00,,,,2021-02-22,499.0
MembershipUpdated,,,165,499.0,USD,2021-03-08 00:00:00+00:00,Silver,,,2021-02-23,499.0
MembershipCancelled,,,152,499.0,USD,,,,2021-02-26 00:00:00+00:00,2021-02-23,499.0
MembershipValueChanged,,2.0,152,579.0,USD,,,,,2021-02-23,579.0
MembershipChurnUpdated,,,152,579.0,USD,,,2021-02-26 00:00:00+00:00,,2021-02-23,579.0
MembershipRenewed,,1.0,18,499.0,USD,2021-03-01 00:00:00+00:00,,,,2021-02-24,499.0
MembershipUpdated,,,108,499.0,USD,2021-02-25 10:00:00+00:00,Bronze,,,2021-02-24,499.0
MembershipUpdated,,,160,499.0,USD,2021-03-25 08:00:00+00:00,Bronze,,,2021-02-25,499.0
MembershipRenewed,,,160,499.0,USD,2021-03-25 08:00:00+00:00,,,,2021-02-25,499.0
MembershipUpdated,,,108,499.0,USD,2022-02-25 10:00:00+00:00,Bronze,,,2021-02-25,499.0
MembershipRenewed,,,108,499.0,USD,2022-02-25 10:00:00+00:00,,,,2021-02-25,499.0
MembershipUpsellUpdated,2021-02-25 10:00:08+00:00,,108,10788.0,USD,,,,,2021-02-25,10788.0
MembershipCancelled,,,108,499.0,USD,,,,2021-02-25 00:00:00+00:00,2021-02-25,499.0
MembershipValueChanged,,12.0,108,579.0,USD,,,,,2021-02-25,579.0
MembershipChurnUpdated,,,108,579.0,USD,,,2021-02-25 00:00:00+00:00,,2021-02-25,579.0
MembershipActivated,,,108,499.0,USD,2021-05-25 10:00:00+00:00,,,,2021-02-25,499.0
MembershipValueChanged,,3.0,108,499.0,USD,,Bronze,,,2021-02-25,499.0
MembershipChurnUpdated,,,108,2697.0,USD,,,2021-02-25 10:36:11+00:00,,2021-02-25,2697.0
MembershipActivated,,,171,499.0,USD,2021-05-25 16:00:00+00:00,,,,2021-02-25,499.0
MembershipValueChanged,,3.0,171,499.0,USD,,Bronze,,,2021-02-25,499.0
MembershipRenewed,,,25,499.0,USD,2021-03-01 00:00:00+00:00,,,,2021-02-25,499.0
MembershipRenewed,,,19,499.0,USD,2021-05-19 00:00:00+00:00,,,,2021-02-25,499.0
MembershipUpdated,,,25,499.0,USD,2021-03-01 00:00:00+00:00,Bronze,,,2021-02-26,499.0
MembershipUpdated,,,105,499.0,USD,2021-05-23 00:00:00+00:00,Bronze,,,2021-02-26,499.0
MembershipUpdated,,,88,499.0,USD,2021-05-05 19:00:00+00:00,Bronze,,,2021-02-26,499.0
MembershipUpdated,,,110,499.0,DKK,2021-05-01 00:00:00+00:00,Bronze,,,2021-02-26,74.85
MembershipActivated,,,152,499.0,USD,2021-05-26 09:00:00+00:00,,,,2021-02-26,499.0
MembershipValueChanged,,3.0,152,499.0,USD,,Bronze,,,2021-02-26,499.0
MembershipUpsellUpdated,2021-02-26 09:09:23+00:00,,152,2697.0,USD,,,,,2021-02-26,2697.0
MembershipUpdated,,,93,499.0,USD,2021-05-28 10:00:00+00:00,Bronze,,,2021-02-28,499.0
MembershipRenewed,,,93,499.0,USD,2021-05-28 10:00:00+00:00,,,,2021-02-28,499.0
MembershipUpdated,,,18,499.0,USD,2021-06-01 00:00:00+00:00,Bronze,,,2021-03-01,499.0
MembershipRenewed,,,18,499.0,USD,2021-06-01 00:00:00+00:00,,,,2021-03-01,499.0
MembershipUpdated,,,25,499.0,USD,2021-06-01 00:00:00+00:00,Bronze,,,2021-03-01,499.0
MembershipRenewed,,,25,499.0,USD,2021-06-01 00:00:00+00:00,,,,2021-03-01,499.0
MembershipUpdated,,,102,499.0,USD,2021-06-01 00:00:00+00:00,Bronze,,,2021-03-01,499.0
MembershipRenewed,,,102,499.0,USD,2021-06-01 00:00:00+00:00,,,,2021-03-01,499.0
MembershipUpdated,,,109,499.0,USD,2021-06-01 00:00:00+00:00,Bronze,,,2021-03-01,499.0
MembershipRenewed,,,109,499.0,USD,2021-06-01 00:00:00+00:00,,,,2021-03-01,499.0
MembershipUpdated,,,117,499.0,USD,2021-06-01 00:00:00+00:00,Silver,,,2021-03-01,499.0
MembershipRenewed,,,117,499.0,USD,2021-06-01 00:00:00+00:00,,,,2021-03-01,499.0
MembershipChurnUpdated,,,102,2697.0,USD,,,2021-03-01 00:02:34+00:00,,2021-03-01,2697.0
MembershipCancelled,,,93,499.0,USD,,,,2021-05-28 10:00:00+00:00,2021-03-01,499.0
MembershipValueChanged,,3.0,93,579.0,USD,,,,,2021-03-01,579.0
MembershipChurnUpdated,,,93,579.0,USD,,,2021-05-28 10:00:00+00:00,,2021-03-01,579.0
MembershipUpdated,,,146,499.0,USD,2022-01-01 00:00:00+00:00,Silver,,,2021-03-01,499.0
MembershipUpdated,,,71,499.0,USD,2021-05-01 00:00:00+00:00,Gold,,,2021-03-01,499.0
MembershipUpdated,,,127,499.0,EUR,2021-03-01 13:00:00+00:00,Silver,,,2021-03-01,543.9100000000001
MembershipUpdated,,,160,499.0,USD,2021-03-25 08:00:00+00:00,Bronze,,,2021-03-01,499.0
MembershipUpdated,,,147,499.0,USD,2021-05-04 08:00:00+00:00,Gold,,,2021-03-01,499.0
MembershipUpdated,,,113,499.0,USD,2021-07-01 00:00:00+00:00,Silver,,,2021-03-01,499.0
MembershipUpdated,,,148,499.0,EUR,2021-05-01 00:00:00+00:00,Bronze,,,2021-03-01,543.9100000000001
MembershipUpdated,,,154,499.0,USD,2021-05-10 09:00:00+00:00,Silver,,,2021-03-01,499.0
MembershipUpdated,,,128,499.0,USD,2022-02-01 00:00:00+00:00,Gold,,,2021-03-01,499.0
MembershipUpdated,,,97,499.0,USD,2021-03-15 11:00:00+00:00,Silver,,,2021-03-01,499.0
MembershipUpdated,,,109,499.0,USD,2021-06-01 00:00:00+00:00,Bronze,,,2021-03-01,499.0
MembershipUpdated,,,117,499.0,USD,2021-06-01 00:00:00+00:00,Silver,,,2021-03-01,499.0
MembershipUpdated,,,151,499.0,USD,2021-05-17 00:00:00+00:00,Silver,,,2021-03-01,499.0
MembershipUpdated,,,6,499.0,USD,2021-05-01 00:00:00+00:00,Silver,,,2021-03-01,499.0
MembershipUpdated,,,7,499.0,USD,2021-04-15 00:00:00+00:00,Bronze,,,2021-03-01,499.0
MembershipUpdated,,,101,499.0,USD,2021-05-22 21:00:00+00:00,Bronze,,,2021-03-01,499.0
MembershipUpdated,,,19,499.0,USD,2021-05-19 00:00:00+00:00,Bronze,,,2021-03-01,499.0
MembershipUpdated,,,14,499.0,USD,2021-03-06 00:00:00+00:00,Silver,,,2021-03-01,499.0
MembershipUpdated,,,18,499.0,USD,2021-06-01 00:00:00+00:00,Bronze,,,2021-03-01,499.0
MembershipUpdated,,,23,499.0,USD,2021-05-18 00:00:00+00:00,Silver,,,2021-03-01,499.0
MembershipUpdated,,,70,499.0,USD,2021-05-01 00:00:00+00:00,Bronze,,,2021-03-01,499.0
MembershipUpdated,,,74,499.0,USD,2021-03-24 00:00:00+00:00,Bronze,,,2021-03-01,499.0
MembershipUpdated,,,78,499.0,USD,2021-03-04 00:00:00+00:00,Bronze,,,2021-03-01,499.0
MembershipUpdated,,,83,499.0,USD,2021-04-30 00:00:00+00:00,Silver,,,2021-03-01,499.0
MembershipUpdated,,,84,499.0,USD,2021-04-09 00:00:00+00:00,Bronze,,,2021-03-01,499.0
MembershipUpdated,,,90,499.0,USD,2022-01-01 00:00:00+00:00,Bronze,,,2021-03-01,499.0
MembershipUpdated,,,99,499.0,USD,2021-04-07 00:00:00+00:00,Silver,,,2021-03-01,499.0
MembershipUpdated,,,103,499.0,DKK,2021-05-01 00:00:00+00:00,Bronze,,,2021-03-01,74.85
MembershipUpdated,,,104,499.0,USD,2021-05-06 00:00:00+00:00,Bronze,,,2021-03-01,499.0
MembershipUpdated,,,107,499.0,USD,2021-05-14 00:00:00+00:00,Bronze,,,2021-03-01,499.0
MembershipUpdated,,,108,499.0,USD,2021-06-01 00:00:00+00:00,Silver,,,2021-03-01,499.0
MembershipValueChanged,,3.0,108,999.0,USD,,,,,2021-03-01,999.0
MembershipUpdated,,,119,499.0,USD,2021-11-04 09:00:00+00:00,Bronze,,,2021-03-01,499.0
MembershipUpdated,,,129,499.0,USD,2021-03-04 15:00:00+00:00,Bronze,,,2021-03-01,499.0
MembershipUpdated,,,134,499.0,USD,2021-03-09 14:00:00+00:00,Bronze,,,2021-03-01,499.0
MembershipUpdated,,,135,499.0,USD,2021-12-17 11:00:00+00:00,Bronze,,,2021-03-01,499.0
MembershipUpdated,,,138,499.0,USD,2021-03-22 00:00:00+00:00,Bronze,,,2021-03-01,499.0
MembershipUpdated,,,163,499.0,USD,2021-04-28 11:00:00+00:00,Bronze,,,2021-03-01,499.0
MembershipUpdated,,,155,499.0,USD,2021-04-13 18:00:00+00:00,Bronze,,,2021-03-01,499.0
MembershipUpdated,,,166,499.0,USD,2021-05-05 11:00:00+00:00,Bronze,,,2021-03-01,499.0
MembershipUpdated,,,157,499.0,USD,2021-07-18 07:00:00+00:00,Bronze,,,2021-03-01,499.0
MembershipUpdated,,,164,499.0,USD,2021-04-28 11:00:00+00:00,Bronze,,,2021-03-01,499.0
MembershipUpdated,,,121,499.0,USD,2021-05-11 00:00:00+00:00,Bronze,,,2021-03-01,499.0
MembershipUpdated,,,76,499.0,USD,2021-03-17 00:00:00+00:00,Bronze,,,2021-03-01,499.0
MembershipUpdated,,,158,499.0,USD,2021-04-04 00:00:00+00:00,Bronze,,,2021-03-01,499.0
MembershipActivated,,,172,499.0,DKK,2021-04-01 12:00:00+00:00,,,,2021-03-01,74.85
MembershipValueChanged,,1.0,172,10358.0,DKK,,Bronze,,,2021-03-01,1553.7
MembershipUpdated,,,127,499.0,EUR,2021-06-01 13:00:00+00:00,Silver,,,2021-03-01,543.9100000000001
MembershipRenewed,,,127,499.0,EUR,2021-06-01 13:00:00+00:00,,,,2021-03-01,543.9100000000001
MembershipActivated,,,173,499.0,USD,2021-06-01 13:00:00+00:00,,,,2021-03-01,499.0
MembershipValueChanged,,3.0,173,499.0,USD,,Bronze,,,2021-03-01,499.0
MembershipUpdated,,,172,499.0,DKK,2021-04-01 12:00:00+00:00,Bronze,,,2021-03-01,74.85
MembershipUpdated,,,171,499.0,USD,2021-05-25 16:00:00+00:00,Bronze,,,2021-03-01,499.0
MembershipRenewed,,1.0,134,499.0,USD,2021-03-09 14:00:00+00:00,,,,2021-03-01,499.0
MembershipUpdated,,,143,499.0,GBP,2021-03-01 00:00:00+00:00,Bronze,,,2021-03-02,633.73
MembershipActivated,,,143,499.0,GBP,2021-03-01 00:00:00+00:00,,,,2021-03-02,633.73
MembershipValueChanged,,3.0,143,632.0,GBP,,Bronze,,,2021-03-02,802.64
MembershipRenewed,,1.0,143,499.0,GBP,2021-03-01 00:00:00+00:00,,,,2021-03-02,633.73
MembershipUpdated,,,143,499.0,GBP,2021-06-02 09:00:00+00:00,Bronze,,,2021-03-02,633.73
