event_name,upsell_date,new_renewal_cycle,membership_id,membership_amount,currency,renews_at,new_plan,churn_date,cancellation_date,log_creation_time
MembershipValueChanged,,6,142,999,USD,,Silver,,,"February 1, 2021"
MembershipRenewed,,,142,499,USD,2021-08-01T00:00:00+0000,,,,"February 1, 2021"
MembershipUpdated,,,128,499,USD,2021-04-01T13:00:00+0000,Gold,,,"February 1, 2021"
MembershipRenewed,,,128,499,USD,2021-04-01T13:00:00+0000,,,,"February 1, 2021"
MembershipUpdated,,,128,499,USD,2021-04-01T13:00:00+0000,Gold,,,"February 1, 2021"
MembershipUpdated,,,128,499,USD,2022-02-01T00:00:00+0000,Gold,,,"February 1, 2021"
MembershipUpdated,,,120,499,USD,2021-05-02T00:00:00+0000,Bronze,,,"February 2, 2021"
MembershipRenewed,,,120,499,USD,2021-05-02T00:00:00+0000,,,,"February 2, 2021"
MembershipActivated,,,165,499,USD,2021-03-03T15:00:00+0000,,,,"February 3, 2021"
MembershipValueChanged,,1,165,499,USD,,Bronze,,,"February 3, 2021"
MembershipActivated,,,147,499,USD,2021-05-04T08:00:00+0000,,,,"February 4, 2021"
MembershipValueChanged,,3,147,3600,USD,,Gold,,,"February 4, 2021"
MembershipRenewed,,,147,499,USD,2021-05-04T08:00:00+0000,,,,"February 4, 2021"
MembershipRenewed,,,138,499,USD,2021-02-22T00:00:00+0000,,,,"February 4, 2021"
MembershipUpdated,,,165,499,USD,2021-02-08T00:00:00+0000,Silver,,,"February 4, 2021"
MembershipValueChanged,,1,165,1001,USD,,,,,"February 4, 2021"
MembershipCancelled,,,145,499,USD,,,,2021-02-28T00:00:00+0000,"February 4, 2021"
MembershipValueChanged,,1,145,579,USD,,,,,"February 4, 2021"
MembershipChurnUpdated,,,145,579,USD,,,2021-02-28T00:00:00+0000,,"February 4, 2021"
MembershipUpdated,,,129,499,USD,2021-02-01T22:00:00+0000,Bronze,,,"February 4, 2021"
MembershipUpdated,,,129,499,USD,2021-03-04T15:00:00+0000,Bronze,,,"February 4, 2021"
MembershipRenewed,,,129,499,USD,2021-03-04T15:00:00+0000,,,,"February 4, 2021"
MembershipActivated,,,140,499,USD,2021-05-05T00:00:00+0000,,,,"February 5, 2021"
MembershipValueChanged,,3,140,499,USD,,Bronze,,,"February 5, 2021"
MembershipRenewed,,,140,499,USD,2021-05-05T00:00:00+0000,,,,"February 5, 2021"
MembershipUpdated,,,22,499,USD,2021-03-30T00:00:00+0000,Bronze,,,"February 5, 2021"
MembershipValueChanged,,3,22,499,USD,,,,,"February 5, 2021"
MembershipUpdated,,,128,499,USD,2022-02-01T00:00:00+0000,Gold,,,"February 5, 2021"
MembershipValueChanged,,12,128,3750,USD,,,,,"February 5, 2021"
MembershipUpdated,,,150,499,USD,2021-03-05T10:00:00+0000,Bronze,,,"February 5, 2021"
MembershipRenewed,,,150,499,USD,2021-03-05T10:00:00+0000,,,,"February 5, 2021"
MembershipRenewed,,,18,499,USD,2021-03-01T00:00:00+0000,,,,"February 5, 2021"
MembershipUpdated,,,131,499,USD,2021-03-07T13:00:00+0000,Bronze,,,"February 5, 2021"
MembershipActivated,,,166,499,USD,2021-05-05T11:00:00+0000,,,,"February 5, 2021"
MembershipValueChanged,,3,166,499,USD,,Bronze,,,"February 5, 2021"
MembershipCancelled,,,118,499,USD,,,,2021-02-05T00:00:00+0000,"February 5, 2021"
MembershipValueChanged,,3,118,579,USD,,,,,"February 5, 2021"
MembershipChurnUpdated,,,118,579,USD,,,2021-02-05T00:00:00+0000,,"February 5, 2021"
MembershipActivated,,,118,499,USD,2021-05-05T12:00:00+0000,,,,"February 5, 2021"
MembershipValueChanged,,3,118,999,USD,,Silver,,,"February 5, 2021"
MembershipUpsellUpdated,2021-02-05T12:37:31+0000,,118,5700,USD,,,,,"February 5, 2021"
MembershipUpdated,,,88,499,USD,2021-05-05T19:00:00+0000,Bronze,,,"February 5, 2021"
MembershipRenewed,,,88,499,USD,2021-05-05T19:00:00+0000,,,,"February 5, 2021"
MembershipUpdated,,,128,499,USD,2022-02-01T00:00:00+0000,Gold,,,"February 5, 2021"
MembershipUpdated,,,104,499,USD,2021-05-06T00:00:00+0000,Bronze,,,"February 6, 2021"
MembershipRenewed,,,104,499,USD,2021-05-06T00:00:00+0000,,,,"February 6, 2021"
MembershipActivated,,,152,499,USD,2021-04-06T00:00:00+0000,,,,"February 6, 2021"
MembershipRenewed,,,152,499,USD,2021-04-06T00:00:00+0000,,,,"February 6, 2021"
MembershipUpdated,,,153,499,USD,2021-03-06T15:00:00+0000,Bronze,,,"February 6, 2021"
MembershipRenewed,,,153,499,USD,2021-03-06T15:00:00+0000,,,,"February 6, 2021"
MembershipActivated,,,141,499,DKK,2021-05-08T00:00:00+0000,,,,"February 8, 2021"
MembershipValueChanged,,3,141,5600,DKK,,Bronze,,,"February 8, 2021"
MembershipRenewed,,,141,499,DKK,2021-05-08T00:00:00+0000,,,,"February 8, 2021"
MembershipUpdated,,,165,499,USD,2021-03-08T00:00:00+0000,Silver,,,"February 8, 2021"
MembershipRenewed,,,165,499,USD,2021-03-08T00:00:00+0000,,,,"February 8, 2021"
MembershipUpsellUpdated,2021-02-08T00:00:38+0000,,165,1001,USD,,,,,"February 8, 2021"
MembershipUpdated,,,128,499,USD,2022-02-01T00:00:00+0000,Gold,,,"February 8, 2021"
MembershipRenewed,,12,128,499,USD,2022-02-01T00:00:00+0000,,,,"February 8, 2021"
MembershipUpsellUpdated,2021-02-08T07:09:35+0000,,128,45000,USD,,,,,"February 8, 2021"
MembershipUpdated,,,165,499,USD,2021-03-08T00:00:00+0000,Silver,,,"February 8, 2021"
MembershipValueChanged,,1,165,999,USD,,,,,"February 8, 2021"
MembershipActivated,,,167,499,USD,2021-03-11T07:00:00+0000,,,,"February 9, 2021"
MembershipValueChanged,,1,167,499,USD,,Bronze,,,"February 9, 2021"
MembershipRenewed,,,127,499,EUR,2021-03-01T13:00:00+0000,,,,"February 9, 2021"
MembershipUpdated,,,150,499,USD,2021-03-05T10:00:00+0000,Bronze,,,"February 9, 2021"
MembershipCancelled,,,91,499,USD,,,,2021-05-01T00:00:00+0000,"February 10, 2021"
MembershipValueChanged,,3,91,579,USD,,,,,"February 10, 2021"
MembershipChurnUpdated,,,91,579,USD,,,2021-05-01T00:00:00+0000,,"February 10, 2021"
MembershipActivated,,,154,499,USD,2021-05-10T09:00:00+0000,,,,"February 10, 2021"
MembershipValueChanged,,3,154,999,USD,,Silver,,,"February 10, 2021"
MembershipRenewed,,,154,499,USD,2021-05-10T09:00:00+0000,,,,"February 10, 2021"
MembershipUpdated,,,88,499,USD,2021-05-05T19:00:00+0000,Bronze,,,"February 10, 2021"
MembershipUpdated,,,114,499,USD,2021-03-03T00:00:00+0000,Silver,,,"February 10, 2021"
MembershipUpdated,,,19,499,USD,2021-02-19T00:00:00+0000,Bronze,,,"February 10, 2021"
MembershipUpdated,,,143,499,GBP,2021-03-01T00:00:00+0000,Bronze,,,"February 10, 2021"
MembershipUpdated,,,84,499,USD,2021-04-09T00:00:00+0000,Bronze,,,"February 10, 2021"
MembershipUpdated,,,96,499,USD,2021-03-11T08:00:00+0000,Bronze,,,"February 10, 2021"
MembershipUpdated,,,85,499,USD,2021-04-13T00:00:00+0000,Bronze,,,"February 10, 2021"
MembershipCancelled,,,79,499,USD,,,,2021-02-28T00:00:00+0000,"February 10, 2021"
MembershipValueChanged,,3,79,579,USD,,,,,"February 10, 2021"
MembershipChurnUpdated,,,79,579,USD,,,2021-02-28T00:00:00+0000,,"February 10, 2021"
MembershipUpdated,,,105,499,USD,2021-04-23T00:00:00+0000,Bronze,,,"February 10, 2021"
MembershipUpdated,,,105,499,USD,2021-05-23T00:00:00+0000,Bronze,,,"February 10, 2021"
MembershipRenewed,,1,105,499,USD,2021-05-23T00:00:00+0000,,,,"February 10, 2021"
MembershipChurnUpdated,,,105,499,USD,,,2021-02-10T15:11:22+0000,,"February 10, 2021"
MembershipRenewed,,1,78,499,USD,2021-03-04T00:00:00+0000,,,,"February 10, 2021"
MembershipUpdated,,,121,499,USD,2021-05-11T00:00:00+0000,Bronze,,,"February 11, 2021"
MembershipRenewed,,,121,499,USD,2021-05-11T00:00:00+0000,,,,"February 11, 2021"
MembershipActivated,,,169,499,USD,2021-05-11T10:00:00+0000,,,,"February 11, 2021"
MembershipValueChanged,,3,169,499,USD,,Bronze,,,"February 11, 2021"
MembershipUpdated,,,148,499,EUR,2021-02-28T00:00:00+0000,Bronze,,,"February 11, 2021"
MembershipCancelled,,,148,499,EUR,,,,2021-02-28T00:00:00+0000,"February 11, 2021"
MembershipValueChanged,,1,148,579,EUR,,,,,"February 11, 2021"
MembershipChurnUpdated,,,148,579,EUR,,,2021-02-28T00:00:00+0000,,"February 11, 2021"
MembershipActivated,,,148,499,EUR,2021-05-11T14:00:00+0000,,,,"February 11, 2021"
MembershipValueChanged,,3,148,803,EUR,,Bronze,,,"February 11, 2021"
MembershipChurnUpdated,,,148,2409,EUR,,,2021-02-11T14:34:24+0000,,"February 11, 2021"
MembershipUpdated,,,148,499,EUR,2021-05-01T00:00:00+0000,Bronze,,,"February 11, 2021"
MembershipUpdated,,,106,499,USD,2021-05-13T00:00:00+0000,Bronze,,,"February 13, 2021"
MembershipRenewed,,,106,499,USD,2021-05-13T00:00:00+0000,,,,"February 13, 2021"
MembershipUpdated,,,75,499,USD,2021-05-14T00:00:00+0000,Bronze,,,"February 14, 2021"
MembershipRenewed,,,75,499,USD,2021-05-14T00:00:00+0000,,,,"February 14, 2021"
MembershipUpdated,,,107,499,USD,2021-05-14T00:00:00+0000,Bronze,,,"February 14, 2021"
MembershipRenewed,,,107,499,USD,2021-05-14T00:00:00+0000,,,,"February 14, 2021"
MembershipChurnUpdated,,,107,2697,USD,,,2021-02-14T00:00:16+0000,,"February 14, 2021"
MembershipCancelled,,,106,499,USD,,,,2021-02-15T00:00:00+0000,"February 15, 2021"
MembershipValueChanged,,3,106,579,USD,,,,,"February 15, 2021"
MembershipChurnUpdated,,,106,579,USD,,,2021-02-15T00:00:00+0000,,"February 15, 2021"
MembershipCancelled,,,150,499,USD,,,,2021-03-05T10:00:00+0000,"February 15, 2021"
MembershipValueChanged,,1,150,579,USD,,,,,"February 15, 2021"
MembershipChurnUpdated,,,150,579,USD,,,2021-03-05T10:00:00+0000,,"February 15, 2021"
MembershipCancelled,,,5,499,USD,,,,2021-04-01T00:00:00+0000,"February 15, 2021"
MembershipValueChanged,,3,5,579,USD,,,,,"February 15, 2021"
MembershipChurnUpdated,,,5,579,USD,,,2021-04-01T00:00:00+0000,,"February 15, 2021"
MembershipUpdated,,,142,499,USD,2021-08-01T00:00:00+0000,Silver,,,"February 15, 2021"
MembershipUpdated,,,114,499,USD,2021-03-03T00:00:00+0000,Silver,,,"February 15, 2021"
MembershipUpdated,,,143,499,GBP,2021-03-01T00:00:00+0000,Bronze,,,"February 15, 2021"
MembershipUpdated,,,112,499,DKK,2021-05-01T00:00:00+0000,Gold,,,"February 15, 2021"
MembershipUpdated,,,111,499,DKK,2021-05-01T00:00:00+0000,Gold,,,"February 15, 2021"
MembershipUpdated,,,162,499,USD,2021-04-25T09:00:00+0000,Bronze,,,"February 15, 2021"
MembershipUpdated,,,76,499,USD,2021-03-17T00:00:00+0000,Bronze,,,"February 15, 2021"
MembershipUpdated,,,25,499,USD,2021-03-01T00:00:00+0000,Bronze,,,"February 15, 2021"
MembershipUpdated,,,88,499,USD,2021-05-05T19:00:00+0000,Bronze,,,"February 15, 2021"
MembershipUpdated,,,22,499,USD,2021-03-30T00:00:00+0000,Bronze,,,"February 15, 2021"
MembershipUpdated,,,82,499,USD,2021-04-01T00:00:00+0000,Bronze,,,"February 15, 2021"
MembershipUpdated,,,96,499,USD,2021-03-11T08:00:00+0000,Bronze,,,"February 15, 2021"
MembershipUpdated,,,118,499,USD,2021-05-05T12:00:00+0000,Silver,,,"February 15, 2021"
MembershipUpdated,,,115,499,USD,2021-09-23T13:00:00+0000,Silver,,,"February 15, 2021"
MembershipUpdated,,,12,499,USD,2021-04-15T00:00:00+0000,Bronze,,,"February 15, 2021"
MembershipUpdated,,,169,499,USD,2021-05-11T10:00:00+0000,Bronze,,,"February 15, 2021"
MembershipUpdated,,,153,499,USD,2021-03-06T15:00:00+0000,Bronze,,,"February 15, 2021"
MembershipUpdated,,,75,499,USD,2021-05-14T00:00:00+0000,Bronze,,,"February 15, 2021"
MembershipUpdated,,,105,499,USD,2021-05-23T00:00:00+0000,Bronze,,,"February 15, 2021"
MembershipUpdated,,,156,499,USD,2021-04-15T10:00:00+0000,Bronze,,,"February 15, 2021"
MembershipUpdated,,,152,499,USD,2021-04-06T00:00:00+0000,Bronze,,,"February 15, 2021"
MembershipUpdated,,,85,499,USD,2021-04-13T00:00:00+0000,Bronze,,,"February 15, 2021"
MembershipUpdated,,,165,499,USD,2021-03-08T00:00:00+0000,Silver,,,"February 15, 2021"
MembershipUpdated,,,120,499,USD,2021-05-02T00:00:00+0000,Bronze,,,"February 15, 2021"
MembershipUpdated,,,136,499,USD,2021-12-18T14:00:00+0000,Bronze,,,"February 15, 2021"
MembershipUpdated,,,141,499,DKK,2021-05-08T00:00:00+0000,Bronze,,,"February 15, 2021"
MembershipUpdated,,,133,499,USD,2021-03-09T13:00:00+0000,Bronze,,,"February 15, 2021"
MembershipUpdated,,,110,499,DKK,2021-05-01T00:00:00+0000,Bronze,,,"February 15, 2021"
MembershipUpdated,,,161,499,DKK,2021-04-25T09:00:00+0000,Bronze,,,"February 15, 2021"
MembershipUpdated,,,130,499,USD,2021-03-08T15:00:00+0000,Silver,,,"February 15, 2021"
MembershipUpdated,,,144,499,USD,2021-05-01T00:00:00+0000,Silver,,,"February 15, 2021"
MembershipUpdated,,,140,499,USD,2021-05-05T00:00:00+0000,Bronze,,,"February 15, 2021"
MembershipUpdated,,,87,499,USD,2021-04-29T12:00:00+0000,Bronze,,,"February 15, 2021"
MembershipUpdated,,,98,499,USD,2021-03-29T00:00:00+0000,Bronze,,,"February 15, 2021"
MembershipUpdated,,,139,499,USD,2021-05-01T00:00:00+0000,Silver,,,"February 15, 2021"
MembershipUpdated,,,80,499,USD,2021-03-16T00:00:00+0000,Bronze,,,"February 15, 2021"
MembershipUpdated,,,132,499,USD,2021-03-08T15:00:00+0000,Bronze,,,"February 15, 2021"
MembershipUpdated,,,102,499,USD,2021-03-01T00:00:00+0000,Bronze,,,"February 15, 2021"
MembershipUpdated,,,158,499,USD,2021-04-04T00:00:00+0000,Bronze,,,"February 15, 2021"
MembershipUpdated,,,20,499,USD,2021-05-01T00:00:00+0000,Bronze,,,"February 15, 2021"
MembershipUpdated,,,86,499,USD,2021-04-23T00:00:00+0000,Bronze,,,"February 15, 2021"
MembershipUpdated,,,100,499,USD,2021-04-08T00:00:00+0000,Silver,,,"February 15, 2021"
MembershipUpdated,,,95,499,USD,2021-03-03T00:00:00+0000,Bronze,,,"February 15, 2021"
MembershipUpdated,,,151,499,USD,2021-05-17T00:00:00+0000,Silver,,,"February 17, 2021"
MembershipRenewed,,,151,499,USD,2021-05-17T00:00:00+0000,,,,"February 17, 2021"
MembershipActivated,,,170,499,USD,2021-05-17T15:00:00+0000,,,,"February 17, 2021"
MembershipValueChanged,,3,170,499,USD,,Bronze,,,"February 17, 2021"
MembershipRenewed,,,25,499,USD,2021-03-01T00:00:00+0000,,,,"February 17, 2021"
MembershipUpdated,,,23,499,USD,2021-05-18T00:00:00+0000,Silver,,,"February 18, 2021"
MembershipRenewed,,,23,499,USD,2021-05-18T00:00:00+0000,,,,"February 18, 2021"
MembershipRenewed,,,134,499,USD,2021-03-09T14:00:00+0000,,,,"February 18, 2021"
MembershipUpdated,,,19,499,USD,2021-05-19T00:00:00+0000,Bronze,,,"February 19, 2021"
MembershipRenewed,,,19,499,USD,2021-05-19T00:00:00+0000,,,,"February 19, 2021"
MembershipUpdated,,,138,499,USD,2021-03-22T00:00:00+0000,Bronze,,,"February 22, 2021"
MembershipRenewed,,,138,499,USD,2021-03-22T00:00:00+0000,,,,"February 22, 2021"
MembershipUpdated,,,101,499,USD,2021-05-22T21:00:00+0000,Bronze,,,"February 22, 2021"
MembershipRenewed,,1,101,499,USD,2021-05-22T21:00:00+0000,,,,"February 22, 2021"
MembershipUpdated,,,165,499,USD,2021-03-08T00:00:00+0000,Silver,,,"February 23, 2021"
MembershipCancelled,,,152,499,USD,,,,2021-02-26T00:00:00+0000,"February 23, 2021"
MembershipValueChanged,,2,152,579,USD,,,,,"February 23, 2021"
MembershipChurnUpdated,,,152,579,USD,,,2021-02-26T00:00:00+0000,,"February 23, 2021"
MembershipRenewed,,1,18,499,USD,2021-03-01T00:00:00+0000,,,,"February 24, 2021"
MembershipUpdated,,,108,499,USD,2021-02-25T10:00:00+0000,Bronze,,,"February 24, 2021"
MembershipUpdated,,,160,499,USD,2021-03-25T08:00:00+0000,Bronze,,,"February 25, 2021"
MembershipRenewed,,,160,499,USD,2021-03-25T08:00:00+0000,,,,"February 25, 2021"
MembershipUpdated,,,108,499,USD,2022-02-25T10:00:00+0000,Bronze,,,"February 25, 2021"
MembershipRenewed,,,108,499,USD,2022-02-25T10:00:00+0000,,,,"February 25, 2021"
MembershipUpsellUpdated,2021-02-25T10:00:08+0000,,108,10788,USD,,,,,"February 25, 2021"
MembershipCancelled,,,108,499,USD,,,,2021-02-25T00:00:00+0000,"February 25, 2021"
MembershipValueChanged,,12,108,579,USD,,,,,"February 25, 2021"
MembershipChurnUpdated,,,108,579,USD,,,2021-02-25T00:00:00+0000,,"February 25, 2021"
MembershipActivated,,,108,499,USD,2021-05-25T10:00:00+0000,,,,"February 25, 2021"
MembershipValueChanged,,3,108,499,USD,,Bronze,,,"February 25, 2021"
MembershipChurnUpdated,,,108,2697,USD,,,2021-02-25T10:36:11+0000,,"February 25, 2021"
MembershipActivated,,,171,499,USD,2021-05-25T16:00:00+0000,,,,"February 25, 2021"
MembershipValueChanged,,3,171,499,USD,,Bronze,,,"February 25, 2021"
MembershipRenewed,,,25,499,USD,2021-03-01T00:00:00+0000,,,,"February 25, 2021"
MembershipRenewed,,,19,499,USD,2021-05-19T00:00:00+0000,,,,"February 25, 2021"
MembershipUpdated,,,25,499,USD,2021-03-01T00:00:00+0000,Bronze,,,"February 26, 2021"
MembershipUpdated,,,105,499,USD,2021-05-23T00:00:00+0000,Bronze,,,"February 26, 2021"
MembershipUpdated,,,88,499,USD,2021-05-05T19:00:00+0000,Bronze,,,"February 26, 2021"
MembershipUpdated,,,110,499,DKK,2021-05-01T00:00:00+0000,Bronze,,,"February 26, 2021"
MembershipActivated,,,152,499,USD,2021-05-26T09:00:00+0000,,,,"February 26, 2021"
MembershipValueChanged,,3,152,499,USD,,Bronze,,,"February 26, 2021"
MembershipUpsellUpdated,2021-02-26T09:09:23+0000,,152,2697,USD,,,,,"February 26, 2021"
MembershipUpdated,,,93,499,USD,2021-05-28T10:00:00+0000,Bronze,,,"February 28, 2021"
MembershipRenewed,,,93,499,USD,2021-05-28T10:00:00+0000,,,,"February 28, 2021"
MembershipUpdated,,,18,499,USD,2021-06-01T00:00:00+0000,Bronze,,,"March 1, 2021"
MembershipRenewed,,,18,499,USD,2021-06-01T00:00:00+0000,,,,"March 1, 2021"
MembershipUpdated,,,25,499,USD,2021-06-01T00:00:00+0000,Bronze,,,"March 1, 2021"
MembershipRenewed,,,25,499,USD,2021-06-01T00:00:00+0000,,,,"March 1, 2021"
MembershipUpdated,,,102,499,USD,2021-06-01T00:00:00+0000,Bronze,,,"March 1, 2021"
MembershipRenewed,,,102,499,USD,2021-06-01T00:00:00+0000,,,,"March 1, 2021"
MembershipUpdated,,,109,499,USD,2021-06-01T00:00:00+0000,Bronze,,,"March 1, 2021"
MembershipRenewed,,,109,499,USD,2021-06-01T00:00:00+0000,,,,"March 1, 2021"
MembershipUpdated,,,117,499,USD,2021-06-01T00:00:00+0000,Silver,,,"March 1, 2021"
MembershipRenewed,,,117,499,USD,2021-06-01T00:00:00+0000,,,,"March 1, 2021"
MembershipChurnUpdated,,,102,2697,USD,,,2021-03-01T00:02:34+0000,,"March 1, 2021"
MembershipCancelled,,,93,499,USD,,,,2021-05-28T10:00:00+0000,"March 1, 2021"
MembershipValueChanged,,3,93,579,USD,,,,,"March 1, 2021"
MembershipChurnUpdated,,,93,579,USD,,,2021-05-28T10:00:00+0000,,"March 1, 2021"
MembershipUpdated,,,146,499,USD,2022-01-01T00:00:00+0000,Silver,,,"March 1, 2021"
MembershipUpdated,,,71,499,USD,2021-05-01T00:00:00+0000,Gold,,,"March 1, 2021"
MembershipUpdated,,,127,499,EUR,2021-03-01T13:00:00+0000,Silver,,,"March 1, 2021"
MembershipUpdated,,,160,499,USD,2021-03-25T08:00:00+0000,Bronze,,,"March 1, 2021"
MembershipUpdated,,,147,499,USD,2021-05-04T08:00:00+0000,Gold,,,"March 1, 2021"
MembershipUpdated,,,113,499,USD,2021-07-01T00:00:00+0000,Silver,,,"March 1, 2021"
MembershipUpdated,,,148,499,EUR,2021-05-01T00:00:00+0000,Bronze,,,"March 1, 2021"
MembershipUpdated,,,154,499,USD,2021-05-10T09:00:00+0000,Silver,,,"March 1, 2021"
MembershipUpdated,,,128,499,USD,2022-02-01T00:00:00+0000,Gold,,,"March 1, 2021"
MembershipUpdated,,,97,499,USD,2021-03-15T11:00:00+0000,Silver,,,"March 1, 2021"
MembershipUpdated,,,109,499,USD,2021-06-01T00:00:00+0000,Bronze,,,"March 1, 2021"
MembershipUpdated,,,117,499,USD,2021-06-01T00:00:00+0000,Silver,,,"March 1, 2021"
MembershipUpdated,,,151,499,USD,2021-05-17T00:00:00+0000,Silver,,,"March 1, 2021"
MembershipUpdated,,,6,499,USD,2021-05-01T00:00:00+0000,Silver,,,"March 1, 2021"
MembershipUpdated,,,7,499,USD,2021-04-15T00:00:00+0000,Bronze,,,"March 1, 2021"
MembershipUpdated,,,101,499,USD,2021-05-22T21:00:00+0000,Bronze,,,"March 1, 2021"
MembershipUpdated,,,19,499,USD,2021-05-19T00:00:00+0000,Bronze,,,"March 1, 2021"
MembershipUpdated,,,14,499,USD,2021-03-06T00:00:00+0000,Silver,,,"March 1, 2021"
MembershipUpdated,,,18,499,USD,2021-06-01T00:00:00+0000,Bronze,,,"March 1, 2021"
MembershipUpdated,,,23,499,USD,2021-05-18T00:00:00+0000,Silver,,,"March 1, 2021"
MembershipUpdated,,,70,499,USD,2021-05-01T00:00:00+0000,Bronze,,,"March 1, 2021"
MembershipUpdated,,,74,499,USD,2021-03-24T00:00:00+0000,Bronze,,,"March 1, 2021"
MembershipUpdated,,,78,499,USD,2021-03-04T00:00:00+0000,Bronze,,,"March 1, 2021"
MembershipUpdated,,,83,499,USD,2021-04-30T00:00:00+0000,Silver,,,"March 1, 2021"
MembershipUpdated,,,84,499,USD,2021-04-09T00:00:00+0000,Bronze,,,"March 1, 2021"
MembershipUpdated,,,90,499,USD,2022-01-01T00:00:00+0000,Bronze,,,"March 1, 2021"
MembershipUpdated,,,99,499,USD,2021-04-07T00:00:00+0000,Silver,,,"March 1, 2021"
MembershipUpdated,,,103,499,DKK,2021-05-01T00:00:00+0000,Bronze,,,"March 1, 2021"
MembershipUpdated,,,104,499,USD,2021-05-06T00:00:00+0000,Bronze,,,"March 1, 2021"
MembershipUpdated,,,107,499,USD,2021-05-14T00:00:00+0000,Bronze,,,"March 1, 2021"
MembershipUpdated,,,108,499,USD,2021-06-01T00:00:00+0000,Silver,,,"March 1, 2021"
MembershipValueChanged,,3,108,999,USD,,,,,"March 1, 2021"
MembershipUpdated,,,119,499,USD,2021-11-04T09:00:00+0000,Bronze,,,"March 1, 2021"
MembershipUpdated,,,129,499,USD,2021-03-04T15:00:00+0000,Bronze,,,"March 1, 2021"
MembershipUpdated,,,134,499,USD,2021-03-09T14:00:00+0000,Bronze,,,"March 1, 2021"
MembershipUpdated,,,135,499,USD,2021-12-17T11:00:00+0000,Bronze,,,"March 1, 2021"
MembershipUpdated,,,138,499,USD,2021-03-22T00:00:00+0000,Bronze,,,"March 1, 2021"
MembershipUpdated,,,163,499,USD,2021-04-28T11:00:00+0000,Bronze,,,"March 1, 2021"
MembershipUpdated,,,155,499,USD,2021-04-13T18:00:00+0000,Bronze,,,"March 1, 2021"
MembershipUpdated,,,166,499,USD,2021-05-05T11:00:00+0000,Bronze,,,"March 1, 2021"
MembershipUpdated,,,157,499,USD,2021-07-18T07:00:00+0000,Bronze,,,"March 1, 2021"
MembershipUpdated,,,164,499,USD,2021-04-28T11:00:00+0000,Bronze,,,"March 1, 2021"
MembershipUpdated,,,121,499,USD,2021-05-11T00:00:00+0000,Bronze,,,"March 1, 2021"
MembershipUpdated,,,76,499,USD,2021-03-17T00:00:00+0000,Bronze,,,"March 1, 2021"
MembershipUpdated,,,158,499,USD,2021-04-04T00:00:00+0000,Bronze,,,"March 1, 2021"
MembershipActivated,,,172,499,DKK,2021-04-01T12:00:00+0000,,,,"March 1, 2021"
MembershipValueChanged,,1,172,10358,DKK,,Bronze,,,"March 1, 2021"
MembershipUpdated,,,127,499,EUR,2021-06-01T13:00:00+0000,Silver,,,"March 1, 2021"
MembershipRenewed,,,127,499,EUR,2021-06-01T13:00:00+0000,,,,"March 1, 2021"
MembershipActivated,,,173,499,USD,2021-06-01T13:00:00+0000,,,,"March 1, 2021"
MembershipValueChanged,,3,173,499,USD,,Bronze,,,"March 1, 2021"
MembershipUpdated,,,172,499,DKK,2021-04-01T12:00:00+0000,Bronze,,,"March 1, 2021"
MembershipUpdated,,,171,499,USD,2021-05-25T16:00:00+0000,Bronze,,,"March 1, 2021"
MembershipRenewed,,1,134,499,USD,2021-03-09T14:00:00+0000,,,,"March 1, 2021"
MembershipUpdated,,,143,499,GBP,2021-03-01T00:00:00+0000,Bronze,,,"March 2, 2021"
MembershipActivated,,,143,499,GBP,2021-03-01T00:00:00+0000,,,,"March 2, 2021"
MembershipValueChanged,,3,143,632,GBP,,Bronze,,,"March 2, 2021"
MembershipRenewed,,1,143,499,GBP,2021-03-01T00:00:00+0000,,,,"March 2, 2021"
MembershipUpdated,,,143,499,GBP,2021-06-02T09:00:00+0000,Bronze,,,"March 2, 2021"
MembershipRenewed,,,143,499,GBP,2021-06-02T09:00:00+0000,,,,"March 2, 2021"
MembershipUpsellUpdated,2021-03-02T09:00:06+0000,,143,1896,GBP,,,,,"March 2, 2021"
MembershipUpdated,,,173,499,USD,2021-06-01T13:00:00+0000,Bronze,,,"March 2, 2021"
MembershipUpdated,,,105,499,USD,2021-04-23T00:00:00+0000,Bronze,,,"March 2, 2021"
MembershipUpdated,,,95,499,USD,2021-06-03T00:00:00+0000,Bronze,,,"March 3, 2021"
MembershipRenewed,,,95,499,USD,2021-06-03T00:00:00+0000,,,,"March 3, 2021"
MembershipUpdated,,,114,499,USD,2021-06-03T00:00:00+0000,Silver,,,"March 3, 2021"
MembershipRenewed,,,114,499,USD,2021-06-03T00:00:00+0000,,,,"March 3, 2021"
MembershipUpdated,,,147,499,USD,2021-05-04T08:00:00+0000,Gold,,,"March 3, 2021"
MembershipUpdated,,,159,499,USD,2021-07-21T12:00:00+0000,Gold,,,"March 3, 2021"
MembershipActivated,,,174,499,USD,2021-04-03T13:00:00+0000,,,,"March 3, 2021"
MembershipValueChanged,,1,174,999,USD,,Silver,,,"March 3, 2021"
MembershipCancelled,,,113,499,USD,,,,2021-03-03T00:00:00+0000,"March 3, 2021"
MembershipValueChanged,,10,113,579,USD,,,,,"March 3, 2021"
MembershipChurnUpdated,,,113,579,USD,,,2021-03-03T00:00:00+0000,,"March 3, 2021"
MembershipActivated,,,113,499,USD,2022-03-03T15:00:00+0000,,,,"March 3, 2021"
