charge_amount,currency,membership_id,description_event,discount,status,message,triggered_by,payment_method,transaction_datetime,charge_amount_usd
4860.0,EUR,96,membership payment,0,Failed,Your card has insufficient funds.,system,PaymentCard,2021-07-02,5297.400000000001
499.0,USD,185,membership additional service,0,Success,Success,system,PaymentCard,2021-07-03,499.0
999.0,USD,174,membership payment,0,Success,Success,system,PaymentCard,2021-07-03,999.0
2045.0,USD,188,membership payment,0,Success,Success,system,PaymentCard,2021-07-03,2045.0
499.0,USD,129,membership payment,0,Success,Success,system,PaymentCard,2021-07-04,499.0
499.0,USD,192,membership payment,0,Failed,Your card has insufficient funds.,system,PaymentCard,2021-07-06,499.0
2997.0,USD,183,membership payment,0,Success,Success,system,PaymentCard,2021-07-06,2997.0
1497.0,USD,205,membership payment,0,Success,Success,system,PaymentCard,2021-07-06,1497.0
7125.0,USD,184,membership payment,0,Success,Success,system,PaymentCard,2021-07-06,7125.0
7125.0,USD,99,membership payment,0,Success,Success,system,PaymentCard,2021-07-07,7125.0
1497.0,USD,149,membership payment,0,Success,Success,system,PaymentCard,2021-07-07,1497.0
3750.0,USD,128,membership additional service,0,Success,Success,system,PaymentCard,2021-07-07,3750.0
499.0,USD,192,membership payment,0,Failed,Your card has insufficient funds.,system,PaymentCard,2021-07-08,499.0
1497.0,USD,186,membership payment,0,Success,Success,system,PaymentCard,2021-07-08,1497.0
499.0,USD,192,membership payment,0,Failed,Your card has insufficient funds.,system,PaymentCard,2021-07-08,499.0
1497.0,USD,84,membership payment,0,Failed,Your card was declined.,system,PaymentCard,2021-07-09,1497.0
999.0,USD,171,membership additional service,0,Success,Success,system,PaymentCard,2021-07-09,999.0
1497.0,USD,84,membership payment,0,Failed,Your card was declined.,system,PaymentCard,2021-07-09,1497.0
1497.0,USD,84,membership payment,0,Failed,Your card was declined.,system,PaymentCard,2021-07-10,1497.0
1497.0,USD,84,membership payment,0,Failed,Your card was declined.,system,PaymentCard,2021-07-11,1497.0
499.0,USD,192,membership payment,0,Failed,Your card has insufficient funds.,system,PaymentCard,2021-07-11,499.0
31875.0,USD,176,membership payment,0,Success,Success,system,PaymentCard,2021-07-12,31875.0
1497.0,USD,84,membership payment,0,Failed,Your card was declined.,system,PaymentCard,2021-07-12,1497.0
499.0,USD,192,membership payment,0,Failed,Your card has insufficient funds.,system,PaymentCard,2021-07-12,499.0
1497.0,USD,85,membership payment,0,Failed,Your card was declined.,system,PaymentCard,2021-07-13,1497.0
499.0,USD,192,membership additional service,0,Failed,Your card has insufficient funds.,system,PaymentCard,2021-07-13,499.0
1497.0,USD,84,membership payment,0,Failed,Your card was declined.,system,PaymentCard,2021-07-13,1497.0
1497.0,USD,85,membership payment,0,Failed,Your card was declined.,system,PaymentCard,2021-07-13,1497.0
10788.0,USD,206,membership payment,0,Success,Success,system,PaymentCard,2021-07-13,10788.0
1497.0,USD,155,membership payment,0,Success,Success,system,PaymentCard,2021-07-13,1497.0
803.0,EUR,148,membership additional service,0,Success,Success,system,PaymentCard,2021-07-14,875.2700000000001
499.0,USD,192,membership additional service,0,Failed,Your card has insufficient funds.,system,PaymentCard,2021-07-14,499.0
1497.0,USD,84,membership payment,0,Failed,Your card was declined.,system,PaymentCard,2021-07-14,1497.0
1497.0,USD,85,membership payment,0,Failed,Your card was declined.,system,PaymentCard,2021-07-14,1497.0
1497.0,USD,7,membership payment,0,Success,Success,system,PaymentCard,2021-07-15,1497.0
1497.0,USD,12,membership payment,0,Success,Success,system,PaymentCard,2021-07-15,1497.0
499.0,USD,192,membership payment,0,Failed,Your card has insufficient funds.,system,PaymentCard,2021-07-15,499.0
1497.0,USD,156,membership payment,0,Success,Success,system,PaymentCard,2021-07-15,1497.0
499.0,USD,192,membership additional service,0,Failed,Your card has insufficient funds.,system,PaymentCard,2021-07-15,499.0
1497.0,USD,84,membership payment,0,Failed,Your card was declined.,system,PaymentCard,2021-07-15,1497.0
1497.0,USD,85,membership payment,0,Failed,Your card was declined.,system,PaymentCard,2021-07-15,1497.0
999.0,USD,171,membership additional service,0,Success,Success,system,PaymentCard,2021-07-15,999.0
1497.0,USD,207,membership payment,0,Success,Success,system,PaymentCard,2021-07-16,1497.0
499.0,USD,192,membership additional service,0,Failed,Your card has insufficient funds.,system,PaymentCard,2021-07-16,499.0
1497.0,USD,84,membership payment,0,Failed,Your card was declined.,system,PaymentCard,2021-07-16,1497.0
1497.0,USD,85,membership payment,0,Failed,Your card was declined.,system,PaymentCard,2021-07-16,1497.0
499.0,USD,192,membership additional service,0,Failed,Your card has insufficient funds.,system,PaymentCard,2021-07-17,499.0
3750.0,USD,128,membership additional service,0,Success,Success,system,PaymentCard,2021-07-17,3750.0
1497.0,USD,84,membership payment,0,Failed,Your card was declined.,system,PaymentCard,2021-07-17,1497.0
1497.0,USD,85,membership payment,0,Failed,Your card was declined.,system,PaymentCard,2021-07-17,1497.0
999.0,USD,153,membership payment,0,Success,Success,system,PaymentCard,2021-07-17,999.0
5394.0,USD,157,membership payment,0,Success,Success,system,PaymentCard,2021-07-18,5394.0
499.0,USD,192,membership additional service,0,Failed,Your card has insufficient funds.,system,PaymentCard,2021-07-18,499.0
1497.0,USD,84,membership payment,0,Failed,Your card was declined.,system,PaymentCard,2021-07-18,1497.0
1497.0,USD,85,membership payment,0,Failed,Your card was declined.,system,PaymentCard,2021-07-18,1497.0
1497.0,USD,185,membership payment,0,Success,Success,system,PaymentCard,2021-07-19,1497.0
499.0,USD,192,membership payment,0,Failed,Your card has insufficient funds.,system,PaymentCard,2021-07-19,499.0
499.0,USD,192,membership payment,0,Failed,Your card has insufficient funds.,system,PaymentCard,2021-07-19,499.0
499.0,USD,192,membership payment,0,Success,Success,system,PaymentCard,2021-07-19,499.0
1497.0,USD,84,membership payment,0,Failed,Your card was declined.,system,PaymentCard,2021-07-19,1497.0
1497.0,USD,85,membership payment,0,Failed,Your card was declined.,system,PaymentCard,2021-07-19,1497.0
8997.0,USD,71,membership payment,0,Success,Success,system,PaymentCard,2021-07-20,8997.0
1497.0,USD,74,membership payment,0,Success,Success,system,PaymentCard,2021-07-20,1497.0
22800.0,USD,146,membership payment,0,Success,Success,system,PaymentCard,2021-07-20,22800.0
2997.0,USD,183,membership payment,0,Success,Success,system,PaymentCard,2021-07-20,2997.0
1497.0,USD,84,membership payment,0,Failed,Your card was declined.,system,PaymentCard,2021-07-20,1497.0
1497.0,USD,85,membership payment,0,Failed,Your card was declined.,system,PaymentCard,2021-07-20,1497.0
1497.0,USD,84,membership payment,0,Success,Success,system,PaymentCard,2021-07-20,1497.0
1497.0,USD,85,membership payment,0,Success,Success,system,PaymentCard,2021-07-20,1497.0
1497.0,USD,201,membership payment,0,Success,Success,system,PaymentCard,2021-07-21,1497.0
1497.0,USD,186,membership payment,0,Success,Success,system,PaymentCard,2021-07-21,1497.0
199980.0,USD,159,membership payment,0,Success,Success,system,PaymentCard,2021-07-21,199980.0
499.0,USD,179,membership payment,0,Success,Success,system,PaymentCard,2021-07-22,499.0
999.0,USD,138,membership payment,0,Success,Success,system,PaymentCard,2021-07-22,999.0
1497.0,USD,86,membership payment,0,Success,Success,system,PaymentCard,2021-07-23,1497.0
1497.0,USD,105,membership payment,0,Success,Success,system,PaymentCard,2021-07-23,1497.0
999.0,USD,139,membership additional service,0,Success,Success,system,PaymentCard,2021-07-23,999.0
100000.0,USD,159,membership payment,0,Success,Success,system,PaymentCard,2021-07-23,100000.0
3750.0,USD,128,membership additional service,0,Success,Success,system,PaymentCard,2021-07-23,3750.0
999.0,USD,171,membership additional service,0,Success,Success,system,PaymentCard,2021-07-23,999.0
499.0,USD,160,membership payment,0,Success,Success,system,PaymentCard,2021-07-25,499.0
21915.0,DKK,161,membership payment,0,Success,Success,system,PaymentCard,2021-07-25,3287.25
1497.0,USD,162,membership payment,0,Success,Success,system,PaymentCard,2021-07-25,1497.0
2997.0,USD,171,membership payment,0,Success,Success,system,PaymentCard,2021-07-26,2997.0
499.0,USD,192,membership additional service,0,Success,Success,system,PaymentCard,2021-07-27,499.0
7437.5,DKK,110,membership additional service,0,Success,Success,system,PaymentCard,2021-07-29,1115.625
1497.0,USD,87,membership payment,0,Success,Success,system,PaymentCard,2021-07-29,1497.0
25895.0,DKK,181,membership payment,0,Success,Success,system,PaymentCard,2021-07-30,3884.25
1497.0,USD,70,membership payment,0,Success,Success,system,PaymentCard,2021-08-01,1497.0
72000.0,USD,83,membership payment,0,Success,Success,system,PaymentCard,2021-08-01,72000.0
22477.5,DKK,103,membership payment,0,Success,Success,system,PaymentCard,2021-08-01,3371.625
22312.5,DKK,110,membership payment,0,Success,Success,system,PaymentCard,2021-08-01,3346.875
150000.0,DKK,111,membership payment,0,Success,Success,system,PaymentCard,2021-08-01,22500.0
32497.5,DKK,112,membership payment,0,Success,Success,system,PaymentCard,2021-08-01,4874.625
2997.0,USD,139,membership payment,0,Success,Success,system,PaymentCard,2021-08-01,2997.0
2997.0,USD,142,membership payment,0,Success,Success,system,PaymentCard,2021-08-01,2997.0
2409.0,EUR,148,membership payment,0,Success,Success,system,PaymentCard,2021-08-01,2625.8100000000004
1497.0,USD,209,membership payment,0,Success,Success,system,PaymentCard,2021-08-01,1497.0
18750.0,DKK,172,membership payment,0,Success,Success,system,PaymentCard,2021-08-01,2812.5
1497.0,USD,192,membership payment,0,Success,Success,system,PaymentCard,2021-08-01,1497.0
1497.0,USD,120,membership payment,0,Success,Success,system,PaymentCard,2021-08-02,1497.0
499.0,USD,210,membership payment,0,Success,Success,system,PaymentCard,2021-08-03,499.0
200000.0,USD,159,membership payment,0,Success,Success,system,PaymentCard,2021-08-03,200000.0
999.0,USD,174,membership payment,0,Success,Success,system,PaymentCard,2021-08-03,999.0
2045.0,USD,188,membership payment,0,Success,Success,system,PaymentCard,2021-08-03,2045.0
1497.0,USD,187,membership payment,0,Failed,Your card has insufficient funds.,system,PaymentCard,2021-08-04,1497.0
10800.0,USD,147,membership payment,0,Success,Success,system,PaymentCard,2021-08-04,10800.0
1497.0,USD,187,membership payment,0,Failed,Your card has insufficient funds.,system,PaymentCard,2021-08-04,1497.0
1497.0,USD,187,membership payment,0,Failed,Your card has insufficient funds.,system,PaymentCard,2021-08-04,1497.0
499.0,USD,129,membership payment,0,Success,Success,system,PaymentCard,2021-08-04,499.0
1497.0,USD,140,membership payment,0,Success,Success,system,PaymentCard,2021-08-05,1497.0
8997.0,USD,71,membership payment,0,Success,Success,system,PaymentCard,2021-08-05,8997.0
1497.0,USD,166,membership payment,0,Success,Success,system,PaymentCard,2021-08-05,1497.0
2997.0,USD,118,membership payment,0,Success,Success,system,PaymentCard,2021-08-05,2997.0
1497.0,USD,187,membership payment,0,Failed,Your card has insufficient funds.,system,PaymentCard,2021-08-05,1497.0
1497.0,USD,88,membership payment,0,Success,Success,system,PaymentCard,2021-08-05,1497.0
1497.0,USD,104,membership payment,0,Success,Success,system,PaymentCard,2021-08-06,1497.0
3750.0,USD,128,membership payment,0,Success,Success,system,PaymentCard,2021-08-06,3750.0
1497.0,USD,187,membership payment,0,Failed,Your card was declined.,system,PaymentCard,2021-08-06,1497.0
1497.0,USD,187,membership payment,0,Failed,Your card was declined.,system,PaymentCard,2021-08-07,1497.0
21000.0,DKK,141,membership payment,0,Success,Success,system,PaymentCard,2021-08-08,3150.0
1497.0,USD,187,membership payment,0,Failed,Your card was declined.,system,PaymentCard,2021-08-08,1497.0
1497.0,USD,187,membership payment,0,Failed,Your card was declined.,system,PaymentCard,2021-08-09,1497.0
1497.0,USD,187,membership payment,0,Failed,Your card was declined.,system,PaymentCard,2021-08-09,1497.0
1497.0,USD,187,membership payment,0,Failed,Your card was declined.,system,PaymentCard,2021-08-09,1497.0
1497.0,USD,187,membership payment,0,Failed,Your card was declined.,system,PaymentCard,2021-08-09,1497.0
1497.0,USD,187,membership payment,0,Failed,Your card was declined.,system,PaymentCard,2021-08-10,1497.0
499.0,USD,200,membership payment,0,Success,Success,system,PaymentCard,2021-08-10,499.0
22477.5,DKK,211,membership payment,0,Success,Success,system,PaymentCard,2021-08-10,3371.625
1497.0,USD,121,membership payment,0,Success,Success,system,PaymentCard,2021-08-11,1497.0
1497.0,USD,169,membership payment,0,Success,Success,system,PaymentCard,2021-08-11,1497.0
1497.0,USD,187,membership payment,0,Failed,Your card was declined.,system,PaymentCard,2021-08-11,1497.0
1497.0,USD,187,membership payment,0,Failed,Your card was declined.,system,PaymentCard,2021-08-12,1497.0
1497.0,USD,187,membership payment,0,Failed,Your card was declined.,system,PaymentCard,2021-08-13,1497.0
1497.0,USD,75,membership payment,0,Success,Success,system,PaymentCard,2021-08-14,1497.0
1497.0,USD,187,membership payment,0,Failed,Your card was declined.,system,PaymentCard,2021-08-16,1497.0
1497.0,USD,187,membership payment,0,Failed,Your card was declined.,system,PaymentCard,2021-08-16,1497.0
1497.0,USD,187,membership payment,0,Failed,Your card was declined.,system,PaymentCard,2021-08-16,1497.0
1497.0,USD,151,membership payment,0,Success,Success,system,PaymentCard,2021-08-17,1497.0
620.0,USD,208,membership payment,0,Success,Success,system,PaymentCard,2021-08-17,620.0
999.0,USD,153,membership payment,0,Success,Success,system,PaymentCard,2021-08-17,999.0
1497.0,USD,170,membership payment,0,Success,Success,system,PaymentCard,2021-08-17,1497.0
1497.0,USD,23,membership payment,0,Success,Success,system,PaymentCard,2021-08-18,1497.0
1497.0,USD,19,membership payment,0,Success,Success,system,PaymentCard,2021-08-19,1497.0
499.0,USD,18,membership additional service,0,Success,Success,system,PaymentCard,2021-08-19,499.0
499.0,USD,179,membership payment,0,Success,Success,system,PaymentCard,2021-08-22,499.0
999.0,USD,138,membership payment,0,Success,Success,system,PaymentCard,2021-08-22,999.0
1497.0,USD,101,membership payment,0,Success,Success,system,PaymentCard,2021-08-22,1497.0
2997.0,USD,212,membership payment,0,Success,Success,system,PaymentCard,2021-08-23,2997.0
25895.0,DKK,181,membership additional service,0,Success,Success,system,PaymentCard,2021-08-23,3884.25
499.0,USD,25,membership additional service,0,Success,Success,system,PaymentCard,2021-08-23,499.0
3750.0,USD,128,membership additional service,0,Success,Success,system,PaymentCard,2021-08-24,3750.0
1497.0,USD,213,membership payment,0,Success,Success,system,PaymentCard,2021-08-24,1497.0
2997.0,USD,192,membership payment,0,Success,Success,system,PaymentCard,2021-08-24,2997.0
1497.0,USD,193,membership payment,0,Success,Success,system,PaymentCard,2021-08-24,1497.0
71250.0,USD,128,membership additional service,0,Success,Success,staff,PaymentCard,2021-08-24,71250.0
499.0,USD,160,membership payment,0,Success,Success,system,PaymentCard,2021-08-25,499.0
1620.0,EUR,96,membership additional service,0,Success,Success,system,PaymentCard,2021-08-25,1765.8000000000002
632.0,GBP,143,membership additional service,0,Success,Success,system,PaymentCard,2021-08-25,802.64
1497.0,USD,152,membership payment,0,Success,Success,system,PaymentCard,2021-08-26,1497.0
1497.0,USD,194,membership payment,0,Success,Success,system,PaymentCard,2021-08-28,1497.0
25895.0,DKK,181,membership payment,0,Success,Success,system,PaymentCard,2021-08-30,3884.25
1497.0,USD,18,membership payment,0,Success,Success,system,PaymentCard,2021-09-01,1497.0
1497.0,USD,20,membership payment,0,Success,Success,system,PaymentCard,2021-09-01,1497.0
1497.0,USD,25,membership payment,0,Success,Success,system,PaymentCard,2021-09-01,1497.0
1497.0,USD,102,membership payment,0,Success,Success,system,PaymentCard,2021-09-01,1497.0
2997.0,USD,108,membership payment,0,Success,Success,system,PaymentCard,2021-09-01,2997.0
1497.0,USD,109,membership payment,0,Success,Success,system,PaymentCard,2021-09-01,1497.0
32497.5,DKK,112,membership payment,0,Success,Success,system,PaymentCard,2021-09-01,4874.625
2997.0,USD,117,membership payment,0,Success,Success,system,PaymentCard,2021-09-01,2997.0
2997.0,USD,214,membership payment,0,Success,Success,system,PaymentCard,2021-09-01,2997.0
2999.0,EUR,127,membership payment,0,Success,Success,system,PaymentCard,2021-09-01,3268.9100000000003
18750.0,DKK,172,membership payment,0,Success,Success,system,PaymentCard,2021-09-01,2812.5
1497.0,USD,173,membership payment,0,Success,Success,system,PaymentCard,2021-09-01,1497.0
1896.0,GBP,143,membership payment,0,Success,Success,system,PaymentCard,2021-09-02,2407.92
1497.0,USD,114,membership payment,0,Success,Success,system,PaymentCard,2021-09-03,1497.0
499.0,USD,210,membership payment,0,Success,Success,system,PaymentCard,2021-09-03,499.0
999.0,USD,174,membership payment,0,Success,Success,system,PaymentCard,2021-09-03,999.0
1500.0,USD,189,membership payment,0,Success,Success,system,PaymentCard,2021-09-03,1500.0
2045.0,USD,188,membership payment,0,Success,Success,system,PaymentCard,2021-09-03,2045.0
150000.0,DKK,111,membership payment,0,Success,Success,system,PaymentCard,2021-09-04,22500.0
499.0,USD,129,membership payment,0,Success,Success,system,PaymentCard,2021-09-04,499.0
2997.0,USD,14,membership payment,0,Success,Success,system,PaymentCard,2021-09-06,2997.0
3371.25,USD,215,membership payment,0,Success,Success,system,PaymentCard,2021-09-06,3371.25
3000.0,USD,131,membership payment,0,Success,Success,system,PaymentCard,2021-09-07,3000.0
2997.0,USD,165,membership payment,0,Failed,Your card was declined.,system,PaymentCard,2021-09-08,2997.0
1497.0,USD,196,membership payment,0,Success,Success,system,PaymentCard,2021-09-08,1497.0
2997.0,USD,165,membership payment,0,Failed,Your card was declined.,system,PaymentCard,2021-09-08,2997.0
2997.0,USD,130,membership payment,0,Success,Success,system,PaymentCard,2021-09-08,2997.0
1497.0,USD,132,membership payment,0,Success,Success,system,PaymentCard,2021-09-08,1497.0
999.0,USD,183,membership payment,0,Success,Success,system,PaymentCard,2021-09-08,999.0
3371.25,USD,197,membership payment,0,Success,Success,system,PaymentCard,2021-09-09,3371.25
1620.0,EUR,96,membership additional service,0,Success,Success,system,PaymentCard,2021-09-09,1765.8000000000002
1620.0,EUR,96,membership additional service,0,Failed,Your card has insufficient funds.,system,PaymentCard,2021-09-09,1765.8000000000002
1620.0,EUR,96,membership additional service,0,Failed,Your card has insufficient funds.,system,PaymentCard,2021-09-09,1765.8000000000002
1620.0,EUR,96,membership additional service,0,Failed,Your card has insufficient funds.,system,PaymentCard,2021-09-09,1765.8000000000002
1620.0,EUR,96,membership additional service,0,Failed,Your card has insufficient funds.,system,PaymentCard,2021-09-09,1765.8000000000002
2997.0,USD,165,membership payment,0,Failed,Your card was declined.,system,PaymentCard,2021-09-09,2997.0
1500.0,USD,133,membership payment,0,Success,Success,system,PaymentCard,2021-09-09,1500.0
1497.0,USD,175,membership payment,0,Success,Success,system,PaymentCard,2021-09-09,1497.0
1620.0,EUR,96,membership additional service,0,Failed,Your card has insufficient funds.,system,PaymentCard,2021-09-09,1765.8000000000002
1620.0,EUR,96,membership additional service,0,Failed,Your card has insufficient funds.,system,PaymentCard,2021-09-09,1765.8000000000002
1620.0,EUR,96,membership additional service,0,Success,Success,system,PaymentCard,2021-09-10,1765.8000000000002
999.0,USD,139,membership additional service,0,Success,Success,system,PaymentCard,2021-09-10,999.0
2997.0,USD,165,membership payment,0,Failed,Your card was declined.,system,PaymentCard,2021-09-10,2997.0
2997.0,USD,165,membership payment,0,Failed,Your card was declined.,system,PaymentCard,2021-09-11,2997.0
2997.0,USD,165,membership payment,0,Failed,Your card was declined.,system,PaymentCard,2021-09-12,2997.0
1497.0,USD,92,membership payment,0,Success,Success,system,PaymentCard,2021-09-13,1497.0
2997.0,USD,165,membership payment,0,Failed,Your card was declined.,system,PaymentCard,2021-09-13,2997.0
1497.0,USD,187,membership payment,0,Failed,Your card was declined.,system,PaymentCard,2021-09-14,1497.0
1497.0,USD,187,membership payment,0,Failed,Your card was declined.,system,PaymentCard,2021-09-14,1497.0
1497.0,USD,187,membership payment,0,Failed,Your card was declined.,system,PaymentCard,2021-09-14,1497.0
2997.0,USD,165,membership payment,0,Failed,Your card was declined.,system,PaymentCard,2021-09-14,2997.0
1123.75,USD,76,membership additional service,0,Success,Success,system,PaymentCard,2021-09-15,1123.75
1497.0,USD,217,membership payment,0,Success,Success,system,PaymentCard,2021-09-15,1497.0
2997.0,USD,97,membership payment,0,Success,Success,system,PaymentCard,2021-09-15,2997.0
2997.0,USD,165,membership payment,0,Failed,Your card was declined.,system,PaymentCard,2021-09-15,2997.0
1497.0,USD,80,membership payment,0,Success,Success,system,PaymentCard,2021-09-16,1497.0
1497.0,USD,199,membership payment,0,Success,Success,system,PaymentCard,2021-09-16,1497.0
2997.0,USD,165,membership payment,0,Failed,Your card was declined.,system,PaymentCard,2021-09-16,2997.0
3371.25,USD,76,membership payment,0,Success,Success,system,PaymentCard,2021-09-17,3371.25
620.0,USD,208,membership payment,0,Success,Success,system,PaymentCard,2021-09-17,620.0
15780.0,USD,218,membership payment,0,Success,Success,system,PaymentCard,2021-09-17,15780.0
2997.0,USD,165,membership payment,0,Success,Success,system,PaymentCard,2021-09-17,2997.0
999.0,USD,153,membership payment,0,Success,Success,system,PaymentCard,2021-09-17,999.0
999.0,USD,183,membership additional service,0,Success,Success,system,PaymentCard,2021-09-17,999.0
999.0,USD,171,membership additional service,0,Success,Success,system,PaymentCard,2021-09-17,999.0
1497.0,USD,177,membership payment,0,Success,Success,system,PaymentCard,2021-09-18,1497.0
3371.25,USD,178,membership payment,0,Success,Success,system,PaymentCard,2021-09-18,3371.25
1620.0,EUR,96,membership additional service,0,Success,Success,system,PaymentCard,2021-09-20,1765.8000000000002
1497.0,USD,200,membership payment,0,Success,Success,system,PaymentCard,2021-09-21,1497.0
999.0,USD,139,membership additional service,0,Success,Success,system,PaymentCard,2021-09-21,999.0
4495.0,USD,220,membership payment,0,Success,Success,system,PaymentCard,2021-09-21,4495.0
1497.0,USD,77,membership payment,0,Success,Success,system,PaymentCard,2021-09-21,1497.0
499.0,USD,207,membership payment,0,Success,Success,system,PaymentCard,2021-09-21,499.0
499.0,USD,179,membership payment,0,Success,Success,system,PaymentCard,2021-09-22,499.0
999.0,USD,138,membership payment,0,Success,Success,system,PaymentCard,2021-09-22,999.0
2997.0,USD,219,membership payment,0,Success,Success,system,PaymentCard,2021-09-23,2997.0
1497.0,USD,74,membership payment,0,Success,Success,system,PaymentCard,2021-09-24,1497.0
1497.0,USD,221,membership payment,0,Success,Success,system,PaymentCard,2021-09-24,1497.0
999.0,USD,171,membership additional service,0,Success,Success,system,PaymentCard,2021-09-24,999.0
3800.0,USD,171,membership additional service,0,Success,Success,system,PaymentCard,2021-09-24,3800.0
1497.0,USD,15,membership payment,0,Success,Success,system,PaymentCard,2021-09-25,1497.0
499.0,USD,160,membership payment,0,Success,Success,system,PaymentCard,2021-09-25,499.0
1497.0,USD,163,membership payment,0,Success,Success,system,PaymentCard,2021-09-28,1497.0
999.0,USD,139,membership additional service,0,Success,Success,system,PaymentCard,2021-09-28,999.0
9996.0,USD,180,membership payment,0,Success,Success,system,PaymentCard,2021-09-29,9996.0
3371.25,USD,22,membership payment,0,Success,Success,system,PaymentCard,2021-09-30,3371.25
4860.0,EUR,96,membership payment,0,Success,Success,system,PaymentCard,2021-09-30,5297.400000000001
1497.0,USD,202,membership payment,0,Success,Success,system,PaymentCard,2021-09-30,1497.0
25895.0,DKK,181,membership payment,0,Success,Success,system,PaymentCard,2021-09-30,3884.25
3371.25,USD,82,membership payment,0,Success,Success,system,PaymentCard,2021-10-01,3371.25
1497.0,USD,98,membership payment,0,Success,Success,system,PaymentCard,2021-10-01,1497.0
4530.0,EUR,154,membership payment,0,Success,Success,system,PaymentCard,2021-10-01,4937.700000000001
18750.0,DKK,172,membership payment,0,Success,Success,system,PaymentCard,2021-10-01,2812.5
1497.0,USD,182,membership payment,0,Success,Success,system,PaymentCard,2021-10-01,1497.0
499.0,USD,210,membership payment,0,Success,Success,system,PaymentCard,2021-10-03,499.0
200000.0,USD,159,membership payment,0,Success,Success,system,PaymentCard,2021-10-03,200000.0
999.0,USD,174,membership payment,0,Success,Success,system,PaymentCard,2021-10-03,999.0
999.0,USD,171,membership additional service,0,Success,Success,system,PaymentCard,2021-10-03,999.0
2045.0,USD,188,membership payment,0,Success,Success,system,PaymentCard,2021-10-03,2045.0
5394.0,USD,158,membership payment,0,Success,Success,system,PaymentCard,2021-10-04,5394.0
999.0,USD,129,membership payment,0,Success,Success,system,PaymentCard,2021-10-04,999.0
999.0,USD,139,membership additional service,0,Success,Success,system,PaymentCard,2021-10-04,999.0
1497.0,USD,205,membership payment,0,Success,Success,system,PaymentCard,2021-10-06,1497.0
46312.5,DKK,184,membership payment,0,Success,Success,system,PaymentCard,2021-10-06,6946.875
7125.0,USD,99,membership payment,0,Success,Success,system,PaymentCard,2021-10-07,7125.0
1497.0,USD,149,membership payment,0,Success,Success,system,PaymentCard,2021-10-07,1497.0
10788.0,USD,224,membership payment,0,Success,Success,system,PaymentCard,2021-10-08,10788.0
999.0,USD,171,membership additional service,0,Success,Success,system,PaymentCard,2021-10-11,999.0
1497.0,USD,222,membership payment,0,Success,Success,system,PaymentCard,2021-10-13,1497.0
1497.0,USD,155,membership payment,0,Success,Success,system,PaymentCard,2021-10-13,1497.0
999.0,USD,139,membership additional service,0,Success,Success,system,PaymentCard,2021-10-13,999.0
1497.0,USD,7,membership payment,0,Success,Success,system,PaymentCard,2021-10-15,1497.0
1497.0,USD,12,membership payment,0,Success,Success,system,PaymentCard,2021-10-15,1497.0
1497.0,USD,156,membership payment,0,Success,Success,system,PaymentCard,2021-10-15,1497.0
999.0,USD,214,membership additional service,0,Success,Success,system,PaymentCard,2021-10-15,999.0
1497.0,USD,207,membership payment,0,Success,Success,system,PaymentCard,2021-10-16,1497.0
499.0,USD,20,membership additional service,0,Success,Success,system,PaymentCard,2021-10-16,499.0
620.0,USD,208,membership payment,0,Success,Success,system,PaymentCard,2021-10-17,620.0
1497.0,USD,226,membership payment,0,Success,Success,system,PaymentCard,2021-10-17,1497.0
999.0,USD,153,membership payment,0,Success,Success,system,PaymentCard,2021-10-17,999.0
2997.0,USD,227,membership payment,0,Success,Success,system,PaymentCard,2021-10-18,2997.0
2997.0,USD,227,membership payment,0,Success,Success,system,PaymentCard,2021-10-18,2997.0
1497.0,USD,228,membership payment,0,Success,Success,system,PaymentCard,2021-10-18,1497.0
1497.0,USD,185,membership payment,0,Success,Success,system,PaymentCard,2021-10-19,1497.0
999.0,USD,183,membership additional service,0,Success,Success,system,PaymentCard,2021-10-19,999.0
2997.0,USD,183,membership payment,0,Success,Success,system,PaymentCard,2021-10-20,2997.0
1497.0,USD,84,membership payment,0,Success,Success,system,PaymentCard,2021-10-20,1497.0
1497.0,USD,85,membership payment,0,Success,Success,system,PaymentCard,2021-10-20,1497.0
999.0,USD,139,membership additional service,0,Success,Success,system,PaymentCard,2021-10-20,999.0
1497.0,USD,201,membership payment,0,Success,Success,system,PaymentCard,2021-10-21,1497.0
1497.0,USD,186,membership payment,0,Success,Success,system,PaymentCard,2021-10-21,1497.0
499.0,USD,179,membership payment,0,Success,Success,system,PaymentCard,2021-10-22,499.0
999.0,USD,138,membership payment,0,Success,Success,system,PaymentCard,2021-10-22,999.0
1497.0,USD,105,membership payment,0,Success,Success,system,PaymentCard,2021-10-23,1497.0
499.0,USD,160,membership payment,0,Success,Success,system,PaymentCard,2021-10-25,499.0
21915.0,DKK,161,membership payment,0,Success,Success,system,PaymentCard,2021-10-25,3287.25
1497.0,USD,162,membership payment,0,Success,Success,system,PaymentCard,2021-10-25,1497.0
999.0,USD,171,membership additional service,0,Success,Success,system,PaymentCard,2021-10-25,999.0
2997.0,USD,171,membership payment,0,Success,Success,system,PaymentCard,2021-10-26,2997.0
999.0,USD,214,membership additional service,0,Success,Success,system,PaymentCard,2021-10-28,999.0
1497.0,USD,87,membership payment,0,Success,Success,system,PaymentCard,2021-10-29,1497.0
499.0,USD,20,membership additional service,0,Success,Success,system,PaymentCard,2021-10-30,499.0
